Survey;Label
Untuk saran dari saya Pelajaran pancasila ini sudah cukup baik, kita sebagai Siswa sudah cukup paham dan mengerti dalam menerima materi yang disampaikan oleh Guru, terimakasih;positif
Lebih menguasai materi dan harus bisa menjelaskan ke Siswa;negatif
Cukup baik Pak , terima kasih untuk bimbingan nya selama satu semester ini, semoga ilmu yang diberikan bisa menjadi untuk Bapak dan bermanfaat bagi saya dan temanteman sekalian, aamiin;positif
sudah sangat bagus dalam mengajar tetapi kadang suaranya pelan tidak terdengar;positif
pengantaran materi menarik namun karena kelas terlalu pagi jadi sering ketiduran;positif
sudah baik, semoga dipertahankan;positif
Perfect. Yg telat nyanyi;positif
Lebih ditingkatkan mengajarnya;positif
Bisa lebih baik lagi;positif
Semngat bu;positif
Semakin baik;positif
pPembelajrannya sangat mudah dipahami tetapi sedikit sulit mencari literasi dengan Bahasa Indonesia;positif
Tidak Ada, tetapi kalau di setiap mapel LITIK selalu tertawa;positif
Semoga lebih baik di kemudian hari;positif
Selama Pelajaran ini tidak ada kendala;positif
Lebih baik dari semester ini untuk mengajarnya;positif
maafin saya pak jika jarang masuk kelass, karena kelasnya pagii dan saya sering bangun siangg, meskipun begitu saya masih mengerjakan tugas yg diberikan pak , terima kasih pak;positif
sangat memuaskan;positif
terimakasih pak;positif
Untuk ibu materi yang diajarkan sangat sesuai dan runtut menurut pengantar manajemen sehingga ilmu pelajaran dapat dicerna secara urut dari hulu hingga ke hilir;positif
Semoga cara pengajarannya tetap seperti biasa dan tidak berubah;positif
Memberikan contoh manfaat probabilitas dalam kehidupan seharihari;positif
pak guru terbest selama smt ini baik dan sabar;positif
Terima kasih atas segala bimbingannya;positif
Mohon ketelitiannya dalam menulis(typo);negatif
sudah bagus ibu;positif
Untuk guru yang LB TERUTAMA MATEMATIKA mohon untuk kejelasannya dalam penjelasan;negatif
semangat terus pakk;positif
Semoga bisa lebih baik dari hari sebelumnya;positif
sangat baik sekaliii;positif
Untuk pemilihan asprak di beberapa Pelajaran sebaiknya perlu di seleksi lebih detail lagi, baik mengenai kemampuan maupun sikap. Terima kasih;negatif
terimakasih satu semesternya pak;positif
mohon untuk memberi maksimal waktu keterlambatan, banyak Siswa hadir dalam kelas namun absen Alpha hanya karena terlambat 1 menit dari waktu absensi;negatif
sebaiknya ketika penyampaian materi jangan terlalu membaca ppt;negatif
Tidak ada, overall cukup baik;positif
Sistemnya cukup rumit, seperti template file, bimbingan, dan timelinenya terkesan ambigu.;negatif
Terima kasih atas Ilmunya;positif
Sangat baik dan sangat jelas untuk menerangkan dalam pembelajaran;positif
tidak merubah jadwal mengajar secara mendadak;negatif
Pak is the best;positif
Tidak;positif
semuanya baik, hanya mau bilang terimakasih bu sudah mengajar selama semester 3, walaupun saya belum pernah bertemu ibu sebelumnya karena selama mapel selalu diadakan online, tapi saya hanya mau bilang terimakasih, semoga sehat selalu dan banyak rezeki aamiin;positif
Tolong pak Pelajaran nya yang mudah dipahami,;negatif
Semoga dilancarkan bu dalam segala urusan , sukses selalu bu;positif
joss pak;positif
Semoga menjadi lebih baik;positif
Lebih baik kembali dalam mengajar;positif
semoga kedepannya bisa menambah waktu untuk pengumpulan tugasnya agar tidak terbentur dengan deadline tugas yang lain;negatif
sejauh ini overall sudah sangat bagus cara penyampaiannya bu;negatif
Tidak ada, karena sudah cukup baik;positif
Saran saya menerangkan tentang codingan mending langsung di contohkan ke vscode atau nebeans;negatif
Lebih bisa dalam menerima kritikan dari Siswa;negatif
Lebih baik lagi;positif
Sudah cukuo baik, dengan cara menyampaikan ilmu dan tugas yang diberikan;positif
di tingkatkan metode pengajarannya;negatif
Memberikan ujian/quiz yang sesuai dengan materi yang diajarkan;negatif
Sejauh ini tidak ada;positif
Ngga ada saran,bu guru udah oke;positif
perbanyak diskusi dengan siswa, karena jika mahasiwa yang berdiskusi sering kali menjadi debat kusir;negatif
BAIK;positif
Cara pengajaran dipertahankan;positif
sudah cukup bail;positif
terima kasih;positif
Untuk penyapaian materi dan interaksi dengan Siswa sudah sangat baik mungkin untuk berikut bisa diperbanyak untuk demo materi baru sebelum ditugaskan;positif
Tidak Ada;positif
tidsk ada;positif
guru ramah dgn Siswa;positif
Mbak afiffina asik kalau mengajar, cuma agak killer.;negatif
Saran saya yaitu materi yang di jelaskan kurang sedikit lebih baik;negatif
Agar bisa belajar tatap muka nanti dengan Bu;negatif
saat melakukan kelas Zoom Meeting terkadang kelasnya sudah di lock/kunci sehingga saya tidak bisa masuk. dikarenakan sebelum Pelajaran MTL terdapat kelas yang dimana jam masuk dan jam selesai Pelajaran sebelumnya saling berdekatan dengan Pelajaran MTL, saya harap pak/ibu dapat memberikan luag waktu bagi kami. sekian Terimakasih;negatif
Memperbanyak kelas offline;negatif
untuk pembelajarannya sudah cukup bagus;positif
mohon maaf bu, tapi ibu kalo lagi ngajar di kls cuma baca ppt saja. real cuma dibaca aja, jarang bgt dijelasin apa maksudnya, pdhl mapel yg diampu menurut saya lumayan sulit. selain itu ibu sukanya main alpaalpa, padahal anak yang di alfa itu hadir. saya juga tidak paham kenapa ko di alpa. mungkin kedepannya ibu harus lebih bisa lebih berinteraksi kepada Siswa dan menguasai materi dulu sebelum mengajar. terimakasih bu, semoga lancar lahirannya.;negatif
Saran saya untuk guru pengampu yakni tetap melakukan pembelajaran dengan sangat baik;negatif
Memberikan saran referensi bacaan untuk materi yang sedang dipelajari;positif
menurut saya batas pengumpulan tugas kadang sangat singkat;negatif
TOLONG JIKA ADA KENDALA SEHINGGA MENYEBABKAN TIDAK DAPAT MELAKUKAN PERTEMUAN DISAMPAIKAN KEPADA siswa, BEBERAPA KALI SEMPAT MENUNGGU LAMA TERNYATA BATAL KELAS;negatif
pelajaran yang menguras otak;positif
diperbaiki lagi;negatif
Lebih detail dalam menjelaskan tugas;negatif
Pak untuk kedepannya bisa lebih baik lagi;positif
saran dari saya sejauh ini untuk pembelajaran dan materi sangat baik dan lebih di tingkatkan lagi, orangnya baik sekaligus guru wali sendiri.;positif
Menurut kami, batas waktu pengumpulan tugas yang diberikan kadang sangat singkat, sehingga kami tidak bisa mengerjakan tugas dengan maksimal. Saran kami, Bapak/Ibu bisa memberikan batas waktu pengumpulan sekitar satu minggu sejak tugas diberikan;negatif
Saran saya mencapaian dari materi tentang pemograman lumayan bisa dipahami;positif
Semoga sukses selalu untuk bapak/ibu guru pengampu Pelajaran pancasila;positif
sudah baik poll;positif
baik klo ngajar enak ga pernah marah top lahh;positif
Penyampain materi yang kurang;negatif
Absensi kuisioner dan diberi deadline, terkadang ada Siswa yang terhalang sinyal saat absensi zoom.;negatif
untuk pengajaran sudah sangat baik semoga lebih dikembangkan agar Siswa menyimak baik mapel tersebut;positif
Semangat dalam mengajar dan semoga diberi kelancaran dalam melanjutkan s2;positif
Mantap pak, sehat terus!!!;positif
tidak ada, terima kasih bu selama satu semester ini, sehat selalu ibu .;positif
cara mengajar anda mudah dipahami;positif
Saran saya adalah semangat untuk guru;positif
Tetap semangat di tengah kesibukan, pak;positif
the best;positif
Terima kasih bu;positif
UAS jangan ngitung pak;positif
Dalam menjelaskan materi sudah baik dan jelas beserta contoh case yang diberikan. bisa dipertahankan;positif
jangan pelit dalam memberi nilai pak;negatif
Pertahankan apa yg bisa dipertahankan :);positif
sangat baik dari cara menyampaikan nya;positif
INTROPEKSI DAN SEMANGAT TERUS;negatif
Tetap Semangat bu..;positif
Tugas besar tidak sesuai dengan materi sudah diajarkan dari awal semester;negatif
Materi nya terlalu kepanjangan dan materi susah dipahami;negatif
sangat tidak efektif pembelajarannya;negatif
Semoga bisa dipertahankan dan lebih baik kedepannya.;positif
Menurut saya ibu memberikan metode belajar yang sangat baik sehingga Siswa dapat mudah mengerti dan tidak bosan belajar daring seperti sekarang ini. Cara mengajarnya sangat interaktif dan mudah di mengerti. Pesan : Sehat selalu ibu arisTingkatkan kinerja ibu, dan lebih semangat lagi dalam memberikan materi;positif
Cukup baik pak, terima kasih;positif
pak tugasnya jangan banyak;negatif
semoga bisa ditingkatkan pembelajarannya mulai dari cara mengajar dan sumber yg dipakai;negatif
Lebih mendekatkan guru kepada Siswa agar Siswa berani untuk bertanya;negatif
dengan baik memberi pembelajaran;positif
sudah sangat baik:);positif
Semoga kedepannya bisa Pelajaran offline;negatif
Sidah baik;positif
Meskipun record zoom, usahakan kalo di saat itu juga ada yang bertanya ataupun tidak, guru harus sedia di tempat. Ada saat dimana teman saya mau bertanya tetapi guru tidak merespon hingga record selesai;negatif
semoga kedepannya ibu guru bisa lebih baik lagi;positif
Nihil;positif
timakasi atas ilmu dan dukungannya;positif
Jika mengadakan kelas online/libur sebaiknya H1 sebelum jadwal pembelajaran;negatif
Tetap semangat!;positif
Salah satu guru yang memaparkan materi yang tidak sekedar dari teorikal saja, tetapi dari pengalaman juga. Peraturan kelas yang diberikan sangat baik. Semangat terus untuk bu;positif
Lebih baik dan ramah nilai;positif
Untuk saran dari saya dalam Pelajaran fisika ini sudah cukup baik untuk menyampaikan materi kepada siswa, terimakasih;positif
Semoga Pelajarannya offline;negatif
Terimakasih bu, saya banyak materii;positif
semoga lebih baik lagi dalam hal mengajar;positif
sarannya untuk tidak mengganti jadwal Pelajaran dihari lain dikarenakan tidak semua Siswa tidak bisa dan punya kewajiban untuk mengikuti mataPelajaran wajib lainnya dihari itu;negatif
Jelaskan secara terperinci;positif
Bu guru Amiroh kurang memenuhi beberapa aspek seperti pembelajaran yang terlalu mengandalkan tamu dan suasana kelas yang terlalu kaku sehingga membuat siswa/i bosan dan tidak memperhatikan materi. Serta kurangnya komunikasi antar guru dan siswa/i sehingga tidak saling mengenali lalu membuat mereka tidak memperhatikan dan kurang tertarik.;negatif
saran saya yaitu mungkin guru dapat lebih variatif lagi dlm memberikan materi dan metode pembelajaran;negatif
semoga kedepanya semakin baik;positif
Raji2 masuk bu, jangan ninggalin anak2 presentasi sendiri + yg presentasi jg tidak mengerti materi yang dibawakan. dalam tanda orang yg ga ngerti ajarin orang yang juga ga ngerti.;negatif
semua baik;positif
terbaik Pak;positif
Untuk cara penyampaian materi menurut saya kurang bisa di mengerti karena mungkin Pelajaran ini pembelajarannya dilakukan secara online dan terkadang menggunaan video sebagai acuan pembelajarannya yang terkadang ada kendala entah itu di suara record nya yang kurang jelas ataupun yang lainnya. Untuk selebihnya sudah baik.;negatif
untuk lebih mengembangkan secara materi yang di sampaikan;positif
mungkin bisa dicoba ketika sehabis menyampaikan materi, dapat ditunjukkan kasus nyata nya / praktik.;negatif
Terimakasih bu atas ilmu yang telah disampaikan;positif
semangat bu semoga selalu dilancarkan segala urusannya :);positif
beliau asik orangnya semoga bertemu lagi;positif
Tetap semangat dan sabar dalam menyampaikan materi kepada siswa, semangat saya semangat juga buuk;positif
Tidak ada saran bu dari saya karena cara pengajaran dan pembenaran ketika Siswa melakukan kesalahan saat menjawab uts kemaren sangat baik bu dan cepat di pahami.;positif
Terima kasih untuk ajarannya sehat selalu dan bertambah rezekinya;positif
Pembelajaran sebaiknya dilakukan secara offline;negatif
Tetap di pertahankan;positif
bapak/ibu tolong jangan membedabedakan siswa/i yang bisa ataupun tidak bisa dalam pembelajaran terutama dalam pembelajaran yang mengandung coding .;negatif
semoga kedepannya bisa membuat Siswa lebih paham tentang materinya;negatif
Bu ber ter baik;positif
sabar terus buu;positif
Jangan suka meninggalkan kelas , kasian Siswa yang sudah bayar;negatif
Semoga kedepannya semakin lebih baik lagi;positif
Meningkatkan cara pemberian materi kepada Siswa;positif
Mungkin dilain waktu untuk bisa bertatap muka secara langsung dengan Pak;negatif
Tidak ada saran lagi, beliau cukup enak ketika menjelaskan materi;positif
4 Jam saya tidak paham dengan materi PEMROGRAMAN APLIKASI BERGERAK karena tidak ada PPT pendukung yang dikasih terkait Syntax di programnya. Hanya modul dari Asprak saja. Lain kali jika ingin merekrut guru yang benarbenar care dengan siswanya. Percuma 1 semester ini banyak Siswa yang masih belum paham terkait Pelajaran ini.;negatif
Kedepanya lebih sering mengahar Siswa agar mengetahui pembelajaran nya bukan otodidak;negatif
semuanya baik, tidak lupa dengan berbagai meme diawal dan diakhir materi. paling update, mungkin kurangnya ada di kelas nya jadi nya seperti diburuburu (kasian sekali kita);positif
menurut saya pemberitahuan info terkait adanya kelas dan pengiriman file materi sedikit terlalu malam, saran saya bapak bisa memberitahukan lebih awal;negatif
Terimakasih pak untuk 1 semester ini;positif
Lebih baik lagi dalam segala hal;positif
Tetap Semangat bu;positif
SENOGA KEDEPAN LEBIH BAIK LAGI;positif
Kedepannya semoga ditingkatkan lagi;positif
bapak diharapkan kalau libur akademik tdk ada jm pengganti;negatif
Terima kasih bu;positif
Pak guru sudah memenuhi semua aspek dengan sangat baik.;positif
Penyampaian materi untuk lebih sabar;positif
Semoga semakin lancar;positif
lebih menarik dalam menampilkan materi;negatif
semoga kedepannya akan lebih baik lagi;positif
semakin lebih sabar lagi;positif
semoga saya lulus mapel ini aminn dan nilai yg memuaskan;positif
Memberikan kemudahan dalam memberi tugas;negatif
Semangat untuk kedepannya dalam mengajar;positif
Tidak ada dan untuk kedepanya lebih baik lagi;positif
lebih banyak menampung saran dari Siswa agar tidak memberatkan tugas Siswa;negatif
Saran saya kalo ngasi dl tubes jgn mepet pak soalnya semua mapel tubes pak;negatif
KALAU TELAT NYANYI BU WKWKWKWK;positif
Lebih detail dalam penyampaian materi;negatif
Semoga kedepannya sangat baik lagi;positif
terimakasih Bu telah mengajar saya. mohon bimbingannya kedepan;positif
Kalau ngasih tugas sewajarnya saja;negatif
Untuk lebih spesifik lagi dalam menjelaskan materi;negatif
saran untuk mempertahankan kinerja yang baik;positif
untuk kedepannya pak kalau menjelaskan suaranya sedikit di kerasin lagi, karena kadang terdengar tidak jelas;negatif
sangat baik Gurunya;positif
Pembelajaran dan materi ppt sangat bagus;positif
saran dari saya, jika berkenan pak guru perlu menghadirkan variasi mengajar baru dengan memberikan isu isu relevan pada masa kini;negatif
Semangat menjalani hari baru ibu semoga selalu bersemangat untuk tetap mengajar..;positif
Semangat untuk menjalani hari baru ibu dan semoga selalu bersemangat untuk mengajar ibu..;positif
guru terlalu cepat menyampaikan materi;negatif
sehat selalu:);positif
bisa lebih baik lagi dalam mengajar;positif
Penyampaian materi sudah sesuai dan pembawaan Pelajaran juga sangat baik;positif
memberikan materi lebih rinci;positif
Saran saya, mungkin bu bisa masuk sesuai jadwal dan memberikan materi yg lengkap seperti guru pd umumnya;negatif
sudah bagus tidak ada saran;positif
sejauh ini mengajarnya mudah dipahami;positif
Berusaha untuk lebih baik lagi dalam memberikan ilmu;positif
Sedikit kurang untuk menerangkan sebuah materi nya;negatif
Semoga Kedepannya Menjadi lebih baik lagi;positif
Semoga lebih baik dalam penyampaian materi nya;positif
penjelasan terkdang terlalu cepat. untuk komunikasi dengan Siswa sudah cukup baik;negatif
puas dengan materi nya meski ada sedikit kesusahan saat menjalankan program untuk kamera nya;positif
