Survey,clean_text,Label
Guru jarang menanyakan pendapat siswa,guru jarang tanya dapat siswa,negatif
Penjelasan sering diulang tanpa penambahan makna,jelas sering ulang tambah makna,negatif
Guru jarang menggunakan alat bantu visual,guru jarang guna alat bantu visual,negatif
Materi terasa berat tanpa latihan,materi asa berat latih,negatif
Guru tidak menjelaskan manfaat dari materi,guru tidak jelas manfaat materi,negatif
Pembelajaran terasa satu arah,ajar asa satu arah,negatif
Guru kurang memberikan konteks nyata,guru kurang beri konteks nyata,negatif
Materi terasa membingungkan,materi asa bingung,negatif
Guru jarang memperhatikan kondisi kelas,guru jarang perhati kondisi kelas,negatif
Penjelasan kadang tidak fokus pada inti,jelas kadang tidak fokus inti,negatif
Guru terlalu cepat menutup kelas,guru terlalu cepat tutup kelas,negatif
Guru menjelaskan dengan cukup sabar tapi kadang terlalu cepat di akhir materi,guru jelas cukup sabar kadang terlalu cepat akhir materi,negatif
"Saya suka gaya ngajarnya, santai tapi tetep serius",suka gaya ngajarnya santai tetep serius,positif
Penjelasannya sering ngelantur ke hal lain jd agak susah nangkep inti pelajaran,jelas sering ngelantur hal jd susah nangkep inti ajar,negatif
"Bu guru ramah banget dan ga gampang marah, suka banget kelasnya",bu guru ramah banget ga gampang marah suka banget kelas,positif
Tugasnya lumayan banyak tapi bisa nambah pengalaman juga sih,tugas lumayan banyak bisa nambah alam sih,positif
Kadang penjelasannya kurang jelas dan buru2 banget,kadang jelas kurang jelas buru banget,negatif
Materinya menarik cuma tempo penyampaian agak kenceng,materi tarik cuma tempo sampai kenceng,negatif
Bapak ngajarnya enak tapi kadang suka off topic,bapak ngajarnya enak kadang suka off topic,negatif
Cara ngajarnya bikin ngantuk karena monoton,cara ngajarnya bikin ngantuk monoton,negatif
Bapaknya sabar banget pas nerangin ulang buat yg belum paham,bapak sabar banget pas nerangin ulang buat yg belum paham,positif
Materi disusun rapi dan gampang dimengerti,materi susun rapi gampang erti,positif
Guru sering terlambat masuk kelas,guru sering lambat masuk kelas,negatif
Pelajaran jadi lebih semangat karena pembawaannya asik,ajar jadi lebih semangat bawa asik,positif
"Suka banget kalo guru ngajarnya pake contoh nyata, jadi paham banget",suka banget kalo guru ngajarnya pake contoh nyata jadi paham banget,positif
Kurang kasih waktu buat ngerjain latihan di kelas,kurang kasih waktu buat ngerjain latih kelas,negatif
Pembelajaran onlinenya sering error dan guru ga respon cepat,ajar onlinenya sering error guru ga respon cepat,negatif
"Suka suasana kelasnya, ga terlalu tegang tapi tetep fokus",suka suasana kelas ga terlalu tegang tetep fokus,positif
"Penjelasan kadang loncat-loncat, bikin bingung",jelas kadang loncat loncat bikin bingung,negatif
Bu guru selalu ngasih motivasi dan bikin semangat belajar,bu guru selalu ngasih motivasi bikin semangat ajar,positif
"Tugas kadang dikasih dadakan, bikin panik",tugas kadang kasih dada bikin panik,negatif
Bapak nyampein materinya slow dan jelas banget,bapak nyampein materi slow jelas banget,positif
"Guru kurang interaktif, siswa jarang diajak diskusi",guru kurang interaktif siswa jarang ajak diskusi,negatif
"Penyampaian materi sangat mudah dipahami, keren banget",sampai materi sangat mudah paham keren banget,positif
Sering ganti jadwal tanpa ngasih tau dulu,sering ganti jadwal ngasih tau dulu,negatif
"Suka banget sama cara bapak ngajarnya, sabar dan telaten",suka banget sama cara bapak ngajarnya sabar telaten,positif
"Penjelasan kadang terlalu banyak teori, kurang praktik",jelas kadang terlalu banyak teori kurang praktik,negatif
Bu guru punya gaya ngajarnya yang unik dan mudah diingat,bu guru punya gaya ngajarnya unik mudah ingat,positif
"Tugas dikasih terus tiap minggu, lumayan capek sih",tugas kasih terus tiap minggu lumayan capek sih,negatif
"Bapak selalu kasih feedback positif di tiap tugas, keren",bapak selalu kasih feedback positif tiap tugas keren,positif
Materi agak susah diikuti karena dijelasin buru2,materi susah ikut dijelasin buru,negatif
Guru ngerti banget sama kebutuhan muridnya,guru ngerti banget sama butuh murid,positif
Kadang jawab pertanyaan siswa terlalu singkat,kadang jawab tanya siswa terlalu singkat,negatif
Pelajarannya bermanfaat banget buat dunia kerja,ajar manfaat banget buat dunia kerja,positif
Kelasnya agak berisik dan guru kurang tegas,kelas berisik guru kurang tegas,negatif
Suka banget sama suasana kelasnya yang santai tapi produktif,suka banget sama suasana kelas santai produktif,positif
Guru sering lupa bahas tugas yang udah dikumpulin,guru sering lupa bahas tugas udah dikumpulin,negatif
Materinya update dan gampang diikuti,materi update gampang ikut,positif
"Pembelajarannya monoton, bikin ngantuk terus terang",ajar monoton bikin ngantuk terus terang,negatif
"Bapak sering kasih contoh real case, jadi makin ngerti",bapak sering kasih contoh real case jadi makin ngerti,positif
Instruksi tugas kadang ga jelas di awal,instruksi tugas kadang ga jelas awal,negatif
"Kelasnya asik banget, semua murid aktif",kelas asik banget semua murid aktif,positif
Penjelasan teori terlalu panjang tanpa contoh,jelas teori terlalu panjang contoh,negatif
Guru sabar banget ngadepin murid yg ribet,guru sabar banget ngadepin murid yg ribet,positif
"Pembelajaran daringnya kurang stabil, sering error",ajar daringnya kurang stabil sering error,negatif
"Suka pas guru ngajarin pake contoh nyata, mantap",suka pas guru ngajarin pake contoh nyata mantap,positif
Sering ada tugas tanpa dikasih waktu cukup,sering tugas kasih waktu cukup,negatif
"Guru nyemangatin banget, ga bikin stres",guru nyemangatin banget ga bikin stres,positif
Kadang ga ada penjelasan tambahan waktu latihan,kadang ga jelas tambah waktu latih,negatif
Materinya lengkap banget dan berguna,materi lengkap banget guna,positif
"Guru terlalu fokus ke nilai, bukan ke pemahaman",guru terlalu fokus nilai bukan paham,negatif
"Bapak ngajarnya enjoy banget, suasana kelas hidup",bapak ngajarnya enjoy banget suasana kelas hidup,positif
"Susah nyari guru sebaik ini, cara ngajarnya keren",susah nyari guru baik cara ngajarnya keren,positif
Kadang lupa bahas poin penting,kadang lupa bahas poin penting,negatif
"Bu guru tegas tapi tetep asik, saya suka",bu guru tegas tetep asik suka,positif
Penjelasannya suka terlalu cepat,jelas suka terlalu cepat,negatif
"Guru paham banget bidangnya, mantap",guru paham banget bidang mantap,positif
Kadang offline class diganti online tanpa pemberitahuan,kadang offline class ganti online pemberitahuan,negatif
Bapak ngerti banget gimana ngajarin siswa biar paham,bapak ngerti banget gimana ngajarin siswa biar paham,positif
"Materinya agak berat, penjelasan terlalu singkat",materi berat jelas terlalu singkat,negatif
Guru nyampein materinya tenang dan jelas,guru nyampein materi tenang jelas,positif
Penilaian kadang ga transparan,nilai kadang ga transparan,negatif
Bu guru komunikatif banget sama murid,bu guru komunikatif banget sama murid,positif
Pembelajaran agak susah diikutin kalo koneksi jelek,ajar susah diikutin kalo koneksi jelek,negatif
Bapak selalu siap bantu kalo muridnya belum ngerti,bapak selalu siap bantu kalo murid belum ngerti,positif
Tugas dikasih dadakan banget,tugas kasih dada banget,negatif
Guru nyemangatin terus walau materinya susah,guru nyemangatin terus materi susah,positif
"Pelajaran terlalu cepat selesai, masih banyak yg bingung",ajar terlalu cepat selesai banyak yg bingung,negatif
"Kelasnya seru banget, banyak diskusi",kelas seru banget banyak diskusi,positif
Kadang guru kurang sabar pas jelasin soal,kadang guru kurang sabar pas jelasin soal,negatif
Materinya gampang dimengerti dan menarik,materi gampang erti tarik,positif
Guru kurang memperhatikan siswa yg pasif,guru kurang perhati siswa yg pasif,negatif
"Bu guru baik banget, selalu ngasih semangat",bu guru baik banget selalu ngasih semangat,positif
Kadang topiknya ngulang-ulang hal yg sama,kadang topik ngulang ulang yg sama,negatif
Pelajaran jadi seru banget gara2 pembawaannya enak,ajar jadi seru banget gara bawa enak,positif
Instruksi tugas kurang jelas di awal,instruksi tugas kurang jelas awal,negatif
Guru sabar dan telaten banget,guru sabar telaten banget,positif
Kadang penilaian ga sesuai ekspektasi,kadang nilai ga sesuai ekspektasi,negatif
Bapak ngajarnya pelan tapi pasti,bapak ngajarnya pelan pasti,positif
Koneksi sering ganggu waktu kelas online,koneksi sering ganggu waktu kelas online,negatif
Bu guru sering kasih motivasi positif,bu guru sering kasih motivasi positif,positif
Penjelasan kadang terlalu teknis,jelas kadang terlalu teknis,negatif
Suka banget pas dijelasin pake contoh,suka banget pas dijelasin pake contoh,positif
Guru jarang kasih latihan tambahan,guru jarang kasih latih tambah,negatif
Pembelajaran jadi asik karena gurunya rame,ajar jadi asik guru rame,positif
Tugasnya agak ribet tapi bisa nambah pengalaman,tugas ribet bisa nambah alam,positif
Penjelasan di awal sering kurang jelas,jelas awal sering kurang jelas,negatif
Guru sabar banget nerangin step by step,guru sabar banget nerangin step by step,positif
Sering ganti topik tiba-tiba,sering ganti topik tiba tiba,negatif
Bapak komunikatif banget sama murid,bapak komunikatif banget sama murid,positif
Penjelasannya agak cepet sih,jelas cepet sih,negatif
Kelasnya rame dan aktif banget,kelas rame aktif banget,positif
Materi suka lompat-lompat,materi suka lompat lompat,negatif
Bu guru ngajar dengan gaya yang santai,bu guru ngajar gaya santai,positif
Kadang tugasnya ga sesuai materi,kadang tugas ga sesuai materi,negatif
Pelajaran terasa hidup karena guru asik,ajar asa hidup guru asik,positif
Instruksi tugasnya masih kurang detail,instruksi tugas kurang detail,negatif
Guru perhatian banget sama murid yg kesulitan,guru perhati banget sama murid yg sulit,positif
Penjelasannya kadang bikin bingung,jelas kadang bikin bingung,negatif
Bapak selalu bantu siswa yg ketinggalan,bapak selalu bantu siswa yg tinggal,positif
"Guru sering ngulang materi biar semua paham, keren banget",guru sering ngulang materi biar semua paham keren banget,positif
Penjelasannya kadang cepet banget sampe gak sempet nyatet,jelas kadang cepet banget sampe gak sempet nyatet,negatif
Suka banget karena gurunya mau jelasin ulang tanpa marah,suka banget guru mau jelasin ulang marah,positif
"Tugasnya banyak bgt, jd agak kewalahan ngerjainnya",tugas banyak bgt jd kewalahan ngerjainnya,negatif
Bu guru selalu kasih contoh real di kehidupan sehari2,bu guru selalu kasih contoh real hidup hari,positif
"Pelajarannya monoton, susah fokus lama2",ajar monoton susah fokus lama,negatif
"Kelasnya adem banget, gak tegang",kelas adem banget gak tegang,positif
Bapak sering skip bagian penting waktu ngejelasin,bapak sering skip bagi penting waktu ngejelasin,negatif
Penjelasannya simpel dan mudah dicerna,jelas simpel mudah cerna,positif
Materi terlalu padat dalam waktu singkat,materi terlalu padat waktu singkat,negatif
Bu guru asik dan suka bercanda tapi tetep serius pas ngajarin,bu guru asik suka canda tetep serius pas ngajarin,positif
Koneksi online sering ngelag pas kelas mulai,koneksi online sering ngelag pas kelas mulai,negatif
Pelajaran gampang dipahami karena guru sabar,ajar gampang paham guru sabar,positif
"Tugasnya terlalu sering, kadang gak sempet istirahat",tugas terlalu sering kadang gak sempet istirahat,negatif
Bapak ngajarnya jelas banget pake step2 sederhana,bapak ngajarnya jelas banget pake step sederhana,positif
Guru sering telat kasih nilai tugas,guru sering telat kasih nilai tugas,negatif
Bu guru selalu support murid yg belum paham,bu guru selalu support murid yg belum paham,positif
Penjelasan materinya kadang gak nyambung sama slide,jelas materi kadang gak nyambung sama slide,negatif
Pembelajaran jadi seru karena banyak praktik,ajar jadi seru banyak praktik,positif
Kadang guru ga siap pas mulai kelas,kadang guru ga siap pas mulai kelas,negatif
Gurunya peka banget sama kondisi siswa,guru peka banget sama kondisi siswa,positif
Penilaiannya ga konsisten antar tugas,nilai ga konsisten antar tugas,negatif
"Pelajaran hari ini menarik banget, gampang paham",ajar hari tarik banget gampang paham,positif
"Materinya diulang2 terus, bosen jadinya",materi ulang terus bosen jadi,negatif
Guru nyemangatin banget tiap mau ujian,guru nyemangatin banget tiap mau uji,positif
"Tugas tiba2 dikasih dadakan, bikin panik",tugas tiba kasih dada bikin panik,negatif
Bu guru punya cara unik buat bikin siswa aktif,bu guru punya cara unik buat bikin siswa aktif,positif
Penjelasan kadang terlalu teknikal buat anak SMK,jelas kadang terlalu teknikal buat anak smk,negatif
Pelajarannya bikin semangat belajar lagi,ajar bikin semangat ajar,positif
Guru terlalu cepet pindah topik,guru terlalu cepet pindah topik,negatif
"Bapak ngajar dengan sabar banget, salut",bapak ngajar sabar banget salut,positif
Materinya agak susah diikuti karena padat banget,materi susah ikut padat banget,negatif
Kelasnya rame tapi tetep kondusif,kelas rame tetep kondusif,positif
Sering error waktu presentasi online,sering error waktu presentasi online,negatif
Bu guru suka banget ngasih motivasi positif,bu guru suka banget ngasih motivasi positif,positif
Instruksi tugasnya suka berubah2,instruksi tugas suka ubah,negatif
"Pelajaran hari ini lancar banget, seneng",ajar hari lancar banget neng,positif
"Penjelasan terlalu panjang, jadi bosan",jelas terlalu panjang jadi bosan,negatif
Guru selalu ngajarin dengan cara menyenangkan,guru selalu ngajarin cara senang,positif
Koneksi wifi sekolah sering ganggu pembelajaran,koneksi wifi sekolah sering ganggu ajar,negatif
Bapak ngajarnya pelan2 biar semua paham,bapak ngajarnya pelan biar semua paham,positif
Tugasnya kadang terlalu berat buat waktu singkat,tugas kadang terlalu berat buat waktu singkat,negatif
Bu guru sabar banget nerangin berkali2,bu guru sabar banget nerangin kali,positif
"Penilaian agak ga jelas, kriterianya kurang transparan",nilai ga jelas kriteria kurang transparan,negatif
Guru ngajarnya seru dan bikin betah di kelas,guru ngajarnya seru bikin betah kelas,positif
"Kadang guru terlalu fokus sama nilai, lupa pemahaman",kadang guru terlalu fokus sama nilai lupa paham,negatif
Materi gampang banget dicerna karena dijelasin pelan2,materi gampang banget cerna dijelasin pelan,positif
Tugas dikasih tanpa panduan lengkap,tugas kasih pandu lengkap,negatif
Pelajarannya selalu menarik dan bikin penasaran,ajar selalu tarik bikin penasaran,positif
Guru kadang ngasih contoh yg kurang relevan,guru kadang ngasih contoh yg kurang relevan,negatif
Bu guru friendly banget sama muridnya,bu guru friendly banget sama murid,positif
"Materinya meloncat2, susah nyambung",materi loncat susah nyambung,negatif
Guru kasih banyak motivasi biar ga nyerah,guru kasih banyak motivasi biar ga nyerah,positif
"Penjelasan kadang bikin bingung, ga runtut",jelas kadang bikin bingung ga runtut,negatif
Kelasnya asik dan penuh interaksi,kelas asik penuh interaksi,positif
Guru kadang marah padahal siswa cuma nanya,guru kadang marah padahal siswa cuma nanya,negatif
Pelajaran jadi lebih mudah dipahami dengan metode barunya,ajar jadi lebih mudah paham metode baru,positif
"Tugas dikasih pas weekend, agak ganggu istirahat",tugas kasih pas weekend ganggu istirahat,negatif
"Bu guru komunikatif banget, suka denger pendapat murid",bu guru komunikatif banget suka denger dapat murid,positif
Materi di slide ga sama kayak yg dijelasin,materi slide ga sama kayak yg dijelasin,negatif
Bapak ngajarnya selalu konsisten dan rapi,bapak ngajarnya selalu konsisten rapi,positif
Penjelasannya cepet banget sampe banyak yg ketinggalan,jelas cepet banget sampe banyak yg tinggal,negatif
Guru ramah dan ga pernah marah tanpa alasan,guru ramah ga pernah marah alas,positif
Kelas online sering error suaranya,kelas online sering error suara,negatif
